brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,horsepower,engine_capacity,cylinders
Subaru,Crosstrek 2.0i Limited,2018,84054,Gasoline,CVT Transmission,Gray,Black,0,1,21499,152.0,2.0,4.0
BMW,750 Li,2007,114528,Gasoline,A/T,Black,Black,0,1,9000,360.0,4.8,8.0
Jeep,Wrangler Sahara,2013,111850,Gasoline,A/T,Red,Black,1,1,26500,285.0,3.6,6.0
GMC,Sierra 2500 AT4,2020,52673,Diesel,6-Speed A/T,Black,Beige,0,1,69500,445.0,6.6,8.0
BMW,X3 M AWD,2021,31500,Gasoline,8-Speed A/T,Black,Black,0,1,54500,473.0,3.0,6.0
BMW,335 i,2011,73000,Gasoline,Transmission w/Dual Shift Mode,Red,Beige,0,1,16000,300.0,3.0,6.0
Jeep,Wrangler Unlimited Sahara,2019,59692,Gasoline,8-Speed A/T,Gray,Black,0,1,35900,285.0,3.6,6.0
Toyota,Corolla S Plus,2016,68364,Gasoline,Transmission w/Dual Shift Mode,White,Black,0,1,16000,132.0,1.8,4.0
Land,Rover Discovery HSE LUXURY,2017,47200,Gasoline,8-Speed A/T,Black,Beige,1,1,29000,340.0,3.0,6.0
Mercedes-Benz,E-Class E 450 4MATIC,2021,18000,Hybrid,9-Speed A/T,Gray,Black,1,1,62000,362.0,3.0,6.0
Ford,Fusion Hybrid Base,2012,158366,Hybrid,A/T,Gray,Black,1,1,8250,191.0,2.5,4.0
BMW,X1 xDrive 28i,2017,49700,Gasoline,8-Speed A/T,Blue,Black,0,1,26000,228.0,2.0,4.0
GMC,Terrain SLE,2010,81500,Gasoline,A/T,Brown,Gray,0,1,12250,182.0,2.4,4.0
BMW,i3 120Ah w/Range Extender,2019,16975,Electric,A/T,Black,Black,0,1,26990,170.0,0.0,0.0
Porsche,911 GT3,2018,5989,Gasoline,"Manual, 6-Spd",GT SILVER,BLACK,0,0,209000,365.0,4.0,6.0
Ford,Mustang SVT Cobra,2003,16100,Gasoline,M/T,Red,Beige,0,1,35500,390.0,4.6,8.0
Land,Rover Range Rover Supercharged LWB,2020,54225,Gasoline,A/T,White,White,0,1,67500,518.0,5.0,8.0
RAM,2500 Big Horn,2016,89500,Gasoline,A/T,Black,Gray,0,1,35000,410.0,6.4,8.0
Ford,E250 Cargo,2013,87501,E85 Flex Fuel,4-Speed A/T,White,Gray,1,1,17777,225.0,4.6,8.0
MINI,Countryman Cooper S ALL4,2018,12370,Gasoline,8-Speed A/T,Blue,Black,0,1,28900,189.0,2.0,4.0
RAM,1500 Classic Tradesman,2019,12466,Gasoline,8-Speed A/T,Gray,Gray,0,1,28995,395.0,5.7,8.0
Volvo,C70 T5,2011,199000,Gasoline,Transmission w/Dual Shift Mode,Red,Beige,1,1,5500,227.0,2.5,5.0
Mercedes-Benz,SL-Class SL600 Roadster,2007,78200,Gasoline,5-Speed A/T,Black,Brown,1,1,22999,510.0,5.5,12.0
Toyota,Camry Hybrid XLE,2018,22000,Hybrid,A/T,White,Beige,0,1,29500,208.0,2.5,4.0
GMC,Acadia SLE-2,2016,100795,Gasoline,6-Speed Automatic,White Frost Tri-Coat,Ebony,1,1,12995,355.0,3.6,6.0
Chevrolet,Impala 1LT,2019,99941,Gasoline,6-Speed Automatic,Silver Ice Metallic,Jet Black,0,1,17816,355.0,3.6,6.0
Jeep,Grand Cherokee L Laredo,2021,23588,Gasoline,8-Speed Automatic,Metallic,Global Black,0,0,38633,285.0,3.6,6.0
Jeep,Liberty Sport,2003,103000,Gasoline,A/T,Black,Gray,0,1,5200,210.0,3.7,6.0
Jaguar,XF Luxury,2009,91491,Gasoline,6-Speed A/T,Blue,Beige,0,1,7000,300.0,4.2,8.0
Honda,Civic Sport,2020,23131,Gasoline,Automatic CVT,Crystal Black Pearl,Black,1,0,23739,205.0,2.0,4.0
Subaru,Outback 2.5i Premium,2019,77000,Gasoline,CVT Transmission,Gray,Gray,1,1,18749,175.0,2.5,4.0
Land,Rover Range Rover Sport HSE Dynamic,2019,20500,Gasoline,A/T,White,White,0,1,76000,380.0,3.0,6.0
Tesla,Model Y Long Range,2022,500,Electric,A/T,White,Black,0,1,45900,425.0,0.0,0.0
Lexus,ES 350 Base,2019,49810,Gasoline,8-Speed A/T,Gray,Black,1,1,33900,302.0,3.5,6.0
Honda,CR-V Touring,2022,20229,Gasoline,Automatic CVT,Black,Black,0,0,36727,205.0,1.5,4.0
Alfa,Romeo Giulia Quadrifoglio,2021,10558,Gasoline,8-Speed A/T,White,Black,0,1,75000,505.0,2.9,6.0
BMW,330 i,2005,59300,Gasoline,M/T,Red,Black,0,1,30900,225.0,3.0,6.0
Maybach,Type 57 Base,2004,34254,Gasoline,5-Speed A/T,Brown,Unknown,0,1,64250,543.0,5.5,12.0
Lexus,ES 250 Base,2021,24364,Gasoline,Automatic,Eminent White Pearl,Chateau,0,0,37998,301.0,2.5,6.0
Mercedes-Benz,Sprinter 2500,2016,139200,Diesel,A/T,White,Black,1,1,22000,161.0,2.1,4.0
Mercedes-Benz,E-Class E 350,2012,82046,Gasoline,7-Speed A/T,Black,Beige,0,1,13999,302.0,3.5,6.0
Dodge,Dakota Sport,1997,285000,Gasoline,4-Speed A/T,White,Gray,0,1,6399,230.0,5.2,8.0
RAM,1500 Tradesman/Express,2017,26269,E85 Flex Fuel,8-Speed Automatic,Bright White Clearcoat,Black,1,0,25307,395.0,3.6,6.0
Mazda,CX-9 Touring,2016,127131,Gasoline,A/T,Brown,Unknown,1,1,16770,227.0,2.5,4.0
Porsche,911 Turbo S,2019,31000,Gasoline,Transmission w/Dual Shift Mode,White,Black,0,1,179900,580.0,3.8,6.0
BMW,X3 xDrive30i,2021,27000,Gasoline,8-Speed A/T,Black,Brown,0,1,38400,248.0,2.0,4.0
Jeep,Grand Cherokee Limited,2015,93400,E85 Flex Fuel,A/T,White,Black,0,1,18900,290.0,3.6,6.0
BMW,X7 xDrive40i,2021,9200,Hybrid,8-Speed A/T,White,Brown,1,1,71200,335.0,3.0,6.0
Mercedes-Benz,SL-Class SL 550,2014,76850,Gasoline,7-Speed A/T,Brown,Beige,1,1,32999,429.0,4.7,8.0
Bentley,Continental GT W12,2016,61160,Gasoline,A/T,Black,Black,1,1,98000,582.0,6.0,12.0
Jeep,Wrangler Unlimited,2005,146000,Gasoline,A/T,Red,Black,1,1,15900,190.0,4.0,6.0
Tesla,Model S 100D,2017,38957,Electric,1-Speed A/T,Silver,Beige,0,1,46750,455.0,0.0,0.0
Volkswagen,Golf SportWagen TSI SE,2017,33850,Gasoline,6-Speed A/T,Blue,Beige,0,1,16500,170.0,1.8,4.0
Jeep,Wrangler Unlimited Sahara,2020,61830,Gasoline,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,1,0,39860,285.0,2.0,4.0
Kia,Sorento SXL,2017,108559,Gasoline,6-Speed Automatic,Titanium Silver,Satin Black,0,0,15998,199.0,3.3,6.0
Lexus,LS 430 Base,2006,192000,Gasoline,6-Speed A/T,Silver,Gray,1,1,7390,278.0,4.3,8.0
Mercedes-Benz,E-Class E 350 4MATIC,2014,83112,Gasoline,7-Speed A/T,Black,Black,0,1,15500,302.0,3.5,6.0
Tesla,Model X 75D,2016,52000,Electric,A/T,Black,Beige,0,1,52000,518.0,0.0,0.0
RAM,1500 Rebel,2020,57300,Gasoline,8-Speed A/T,Black,Black,0,1,43500,395.0,5.7,8.0
MINI,Cooper Base,2008,104500,Gasoline,6-Speed A/T,Red,Black,1,1,4100,118.0,1.6,4.0
Jeep,Cherokee Sport,1996,170552,Gasoline,4-Speed A/T,Black,Gray,1,1,6500,190.0,4.0,6.0
Ford,Mustang GT Premium,2013,18000,Gasoline,6-Speed A/T,Silver,Black,0,1,29000,412.0,5.0,8.0
Lincoln,Navigator Reserve,2019,39000,Gasoline,10-Speed A/T,Black,Black,0,1,51999,450.0,3.5,6.0
Jeep,Gladiator Rubicon,2020,38000,Gasoline,8-Speed A/T,Black,Black,0,1,45000,285.0,3.6,6.0
Porsche,Cayman GT4,2016,15168,Gasoline,6-Speed M/T,White,Black,0,1,115000,385.0,3.8,6.0
Honda,Civic EX,2012,167506,Gasoline,A/T,Black,Unknown,0,1,6500,140.0,1.8,4.0
Jeep,Grand Cherokee Laredo,2012,166000,E85 Flex Fuel,A/T,White,Gray,1,1,13000,290.0,3.6,6.0
Ford,Shelby GT500 Base,2021,19200,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,82950,760.0,5.2,8.0
Land,Rover Defender SE,2022,46000,Hybrid,8-Speed A/T,Green,Beige,0,1,75000,395.0,3.0,6.0
Hummer,H3 Base,2007,201000,Gasoline,A/T,White,Black,1,1,7200,242.0,3.7,5.0
Kia,Sportage LX,2014,87000,Gasoline,A/T,Black,Black,1,1,8900,182.0,2.4,4.0
GMC,Yukon XL 1500 SLT,2015,145000,Gasoline,6-Speed A/T,White,Beige,0,1,24950,355.0,5.3,8.0
Jeep,Wrangler Unlimited Sport,2020,33060,Gasoline,8-Speed A/T,White,Black,0,1,36500,285.0,3.6,6.0
Tesla,Model S Long Range Plus,2021,10550,Electric,A/T,Gray,Black,0,1,67800,557.0,0.0,0.0
Audi,A6 3.0T Prestige,2014,89500,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,0,1,18000,310.0,3.0,6.0
Jeep,Wrangler 80th Anniversary,2021,27000,Hybrid,8-Speed A/T,Red,Black,0,1,37500,285.0,3.6,6.0
Jeep,Wrangler Sport,2010,87250,Gasoline,6-Speed M/T,Blue,Black,0,1,18500,202.0,3.8,6.0
Volkswagen,CC 2.0T Sport,2016,76495,Gasoline,A/T,White,Black,1,1,13000,200.0,2.0,4.0
Cadillac,SRX Luxury Collection,2016,70503,Gasoline,6-Speed A/T,Silver,Beige,0,1,15500,308.0,3.6,6.0
Porsche,Cayenne Turbo,2009,41965,Gasoline,Transmission w/Dual Shift Mode,Black,Beige,1,1,35000,500.0,4.8,8.0
Toyota,4Runner 4WD,1999,267000,Gasoline,5-Speed M/T,Silver,Beige,1,1,8000,150.0,2.7,4.0
Mitsubishi,Eclipse GT,2003,146000,Gasoline,4-Speed A/T,Gray,Black,1,1,4200,200.0,3.0,6.0
Chevrolet,Corvette Stingray w/1LT,2023,9000,Gasoline,8-Speed A/T,White,White,0,1,82500,490.0,6.2,8.0
Toyota,GR86 Premium,2022,1050,Gasoline,6-Speed A/T,Gray,Black,0,1,40000,228.0,2.4,4.0
Land,Rover Range Rover P525 Westminster,2021,22270,Gasoline,8-Speed Automatic,Gray,Ebony,0,0,89900,380.0,5.0,8.0
Ford,Mustang GT Premium,2012,19900,Gasoline,6-Speed A/T,White,Black,0,1,26500,412.0,5.0,8.0
Tesla,Model Y Long Range,2020,19800,Electric,1-Speed A/T,White,White,0,1,44990,425.0,0.0,0.0
RAM,1500 Sport,2012,113500,Gasoline,A/T,Black,Black,0,1,17900,390.0,5.7,8.0
Lamborghini,Gallardo LP550-2,2013,22000,Gasoline,6-Speed A/T,Black,Black,0,1,150000,550.0,5.2,10.0
INFINITI,Q60 3.0t Red Sport 400,2022,3300,Gasoline,Transmission w/Dual Shift Mode,Red,Black,0,1,54000,400.0,3.0,6.0
Volkswagen,e-Golf SE,2016,41615,Electric,1-Speed A/T,Blue,Gray,0,1,12000,115.0,0.0,0.0
Tesla,Model X Long Range,2022,11860,Electric,A/T,White,White,0,1,92500,670.0,0.0,0.0
BMW,M5 Base,2015,27000,Gasoline,7-Speed A/T,Black,Black,0,1,52500,560.0,4.4,8.0
Kia,K5 GT-Line,2022,22101,Gasoline,8-Speed Automatic,Glacial White Pearl,Black,1,1,29430,199.0,1.6,4.0
Chevrolet,Caprice Classic Base,1996,60000,Gasoline,A/T,Purple,Gray,0,0,18500,260.0,5.7,8.0
Subaru,BRZ Limited,2013,46452,Gasoline,6-Speed M/T,Gray,Black,0,1,22888,200.0,2.0,4.0
Lincoln,MKZ Reserve I,2019,36000,Gasoline,6-Speed A/T,White,Beige,0,1,26500,245.0,2.0,4.0
Chevrolet,Corvette Grand Sport,2019,13100,Gasoline,7-Speed M/T,Silver,Red,0,1,61950,460.0,6.2,8.0
Audi,Q5 2.0T Premium Plus,2019,50000,Gasoline,7-Speed A/T,White,Beige,1,1,27000,248.0,2.0,4.0
Mazda,CX-9 Signature,2018,19500,Gasoline,Transmission w/Dual Shift Mode,White,Brown,0,1,32250,227.0,2.5,4.0
Ford,Mustang GT,2016,36000,Gasoline,6-Speed M/T,Orange,Black,1,1,31000,435.0,5.0,8.0
Rolls-Royce,Wraith Base,2016,21000,Gasoline,A/T,Brown,Black,0,0,217000,624.0,6.6,12.0
Chevrolet,Camaro 1SS,2022,6640,Gasoline,A/T,Orange,Black,0,1,51999,455.0,6.2,8.0
BMW,X5 xDrive35i,2016,74850,Gasoline,A/T,White,Brown,1,1,21900,300.0,3.0,6.0
Nissan,Maxima SV,2014,117000,Gasoline,Transmission w/Dual Shift Mode,White,Black,1,1,10900,290.0,3.5,6.0
Toyota,Tundra TRD Pro,2016,51400,E85 Flex Fuel,6-Speed A/T,Black,Black,0,0,39900,381.0,5.7,8.0
INFINITI,QX60 AUTOGRAPH,2022,6000,Gasoline,9-Speed A/T,Gold,Brown,0,1,57999,295.0,3.5,6.0
Mitsubishi,Lancer Evolution MR,2006,128000,Gasoline,6-Speed M/T,Silver,Black,0,1,37999,286.0,2.0,4.0
BMW,X3 xDrive30i,2021,15000,Gasoline,Transmission w/Dual Shift Mode,White,Brown,0,1,39995,248.0,2.0,4.0
Toyota,Tundra SR5,2016,119000,Gasoline,6-Speed A/T,Red,Black,0,1,29950,381.0,5.7,8.0
Lincoln,Mark LT Base,2006,87500,Gasoline,A/T,Silver,Black,1,1,12999,300.0,5.4,8.0
Ford,Flex SEL,2011,149000,Gasoline,6-Speed A/T,Black,Beige,0,1,7999,262.0,3.5,6.0
Audi,Q5 2.0T Premium Plus,2015,54700,E85 Flex Fuel,8-Speed A/T,Gray,Brown,1,1,20995,220.0,2.0,4.0
Ford,F-150 XL,2021,45979,Gasoline,10-Speed Automatic,Agate Black Metallic,Black,0,1,38532,325.0,3.5,6.0
Lincoln,Continental Reserve,2017,56846,Gasoline,Transmission w/Dual Shift Mode,White,Beige,0,1,29000,335.0,2.7,6.0
Tesla,Model X 75D,2017,94100,Electric,A/T,Black,Orange,1,1,49900,518.0,0.0,0.0
Jeep,Grand Cherokee Limited,2017,80150,Gasoline,8-Speed A/T,Blue,Black,1,1,22500,293.0,3.6,6.0
GMC,Terrain SLT-1,2013,11563,Gasoline,A/T,Blue,Black,1,1,12300,182.0,2.4,4.0
Tesla,Model X Long Range,2022,7500,Electric,A/T,Silver,Black,0,1,84000,670.0,0.0,0.0
Mercedes-Benz,AMG E 53 Base 4MATIC,2021,15615,Hybrid,9-Speed A/T,Gray,Black,0,1,78000,429.0,3.0,6.0
Subaru,Impreza WRX Base,2013,113000,Gasoline,5-Speed M/T,Blue,Black,1,1,16000,265.0,2.5,4.0
Kia,Optima S,2018,74000,Gasoline,6-Speed A/T,White,Black,0,1,15000,185.0,2.4,4.0
Mercedes-Benz,M-Class ML 350,2011,99200,Gasoline,A/T,Black,Black,0,1,11900,268.0,3.5,6.0
Volkswagen,Beetle 2.0T S,2018,36824,Gasoline,6-Speed A/T,Red,Red,0,1,23999,174.0,2.0,4.0
Acura,RSX Base,2005,186040,Gasoline,A/T,Gray,Beige,1,1,6700,160.0,2.0,4.0
GMC,Acadia SLE,2020,58000,Gasoline,9-Speed A/T,Black,Black,0,1,27700,310.0,3.6,6.0
Ford,F-150 Lariat,2020,31250,Gasoline,A/T,Blue,Gray,0,1,42500,325.0,2.7,6.0
Jeep,Gladiator Overland,2020,43000,Gasoline,A/T,White,Beige,0,1,46500,285.0,3.6,6.0
Toyota,Tacoma TRD Sport,2020,41199,Gasoline,6 Speed Mt,Black,Black/Gun Metal,0,0,41598,268.0,3.5,6.0
Kia,EV6 GT-Line,2022,22000,Electric,1-Speed A/T,Gray,Black,0,1,45000,320.0,0.0,0.0
Genesis,GV70 3.5T Sport,2022,12900,Gasoline,8-Speed A/T,Gray,White,0,1,53000,375.0,3.5,6.0
Ford,Explorer ST,2022,10500,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,0,50000,400.0,3.0,6.0
MINI,Countryman Cooper,2020,74725,Gasoline,7-Speed Automatic with Auto-Shift,Black,Black,0,1,21612,181.0,1.5,3.0
Mazda,CX-5 Grand Touring,2021,61117,Gasoline,6-Speed Automatic,Sonic Silver Metallic,Black,0,1,26485,184.0,2.5,4.0
BMW,325 i,2003,142000,Gasoline,5-Speed M/T,Silver,Black,1,1,4800,184.0,2.5,6.0
Toyota,Yaris L,2012,129355,Gasoline,4-Speed A/T,Black,Gray,1,1,7950,106.0,1.5,4.0
Chevrolet,Express 1500 Base,2010,204000,E85 Flex Fuel,4-Speed A/T,White,Gray,1,1,4900,310.0,5.3,8.0
Lincoln,Navigator L Select,2016,115600,Gasoline,6-Speed A/T,Black,Black,0,1,22500,380.0,3.5,6.0
Jeep,Wrangler Sahara Altitude,2023,1563,Hybrid,A/T,Gray,Black,0,1,62500,285.0,3.6,6.0
Bentley,Continental GT Base,2007,72166,Gasoline,A/T,Black,Black,1,1,35995,552.0,6.0,12.0
Lexus,RX 350 F Sport,2018,26100,Gasoline,8-Speed A/T,Gray,Red,0,1,37899,295.0,3.5,6.0
BMW,430 i,2017,58880,Gasoline,8-Speed A/T,White,Brown,0,1,21000,248.0,2.0,4.0
Cadillac,Escalade Sport Platinum,2021,26000,Gasoline,10-Speed A/T,Black,Black,0,1,104000,420.0,6.2,8.0
Honda,Civic EX,2008,190640,Gasoline,5-Speed M/T,Silver,Silver,1,1,5500,140.0,1.8,4.0
Porsche,Cayenne AWD,2020,37500,Gasoline,8-Speed A/T,White,Black,0,1,59900,335.0,3.0,6.0
Ford,Mustang Mach-E GT,2022,13856,Electric,1-Speed A/T,White,Black,0,1,54000,480.0,0.0,0.0
Cadillac,ATS 2.5L Luxury,2013,225000,Gasoline,6-Speed A/T,Blue,Black,0,1,13600,202.0,2.5,4.0
Lexus,LS 460 Base,2014,123256,Gasoline,8-Speed A/T,White,Beige,0,1,24995,386.0,4.6,8.0
Cadillac,Escalade Premium Luxury,2021,11459,Gasoline,10-Speed A/T,White,Brown,0,1,88900,420.0,6.2,8.0
Mercedes-Benz,C-Class C 300 4MATIC Sport,2016,67289,Gasoline,7-Speed A/T,White,Gray,0,1,20490,241.0,2.0,4.0
Hyundai,Veloster Base,2013,56837,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,1,1,10500,132.0,1.6,4.0
Chevrolet,Corvette Base,2002,44168,Gasoline,4-Speed A/T,Orange,Black,0,1,30000,350.0,5.7,8.0
Mercedes-Benz,C-Class C 300 4MATIC,2019,59766,Gasoline,9-Speed Automatic,Lunar Blue Metallic,Macchiato,0,0,26900,362.0,2.0,4.0
Kia,Stinger GT,2018,56300,Gasoline,A/T,Silver,Black,0,1,29950,365.0,3.3,6.0
Volvo,S60 R,2004,167000,Gasoline,6-Speed M/T,Black,Beige,0,1,8000,300.0,2.5,5.0
Chevrolet,Silverado 2500 LT,2015,122770,E85 Flex Fuel,A/T,Brown,Black,0,1,27499,360.0,6.0,8.0
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,59271,Gasoline,A/T,Black,Black,0,1,54995,380.0,3.0,6.0
GMC,Sierra 1500 SLE,2015,102000,Gasoline,6-Speed A/T,Silver,Black,1,1,24500,355.0,5.3,8.0
Chevrolet,Silverado 1500 RST,2020,40929,Gasoline,Automatic,Cajun Red Tintcoat,Jet Black,1,1,44800,355.0,5.3,8.0
Porsche,911 Turbo S,2019,22000,Gasoline,7-Speed A/T,White,Beige,0,1,174900,580.0,3.8,6.0
Chevrolet,Suburban Z71,2022,19200,Gasoline,10-Speed A/T,White,Black,0,1,69790,420.0,6.2,8.0
Mercedes-Benz,G-Class G 550 4MATIC,2019,32376,Gasoline,A/T,Black,Black,0,1,128000,416.0,4.0,8.0
Porsche,911 Carrera,2023,19800,Gasoline,8-Speed A/T,Silver,Black,0,1,134900,379.0,3.0,6.0
Land,Rover Range Rover Sport HSE,2011,105000,Gasoline,A/T,Black,Black,0,1,10000,375.0,5.0,8.0
Ford,F-250 Lariat,2016,122650,Diesel,6-Speed A/T,Gray,Black,0,1,38900,440.0,6.7,8.0
Subaru,BRZ Limited,2022,14000,Gasoline,6-Speed M/T,White,Black,0,1,34999,228.0,2.4,4.0
Lexus,LS 460 Base,2008,100868,Gasoline,8-Speed A/T,Black,Beige,0,1,15397,380.0,4.6,8.0
Land,Rover Range Rover Sport HSE,2013,111000,Gasoline,6-Speed A/T,Black,Black,1,1,15000,375.0,5.0,8.0
Cadillac,Escalade Sport Platinum,2021,38500,Gasoline,A/T,White,Black,1,1,94995,420.0,6.2,8.0
Nissan,Pathfinder S,2020,41250,Gasoline,CVT Transmission,White,Unknown,0,1,21865,284.0,3.5,6.0
MINI,Cooper S Base,2006,99600,Gasoline,6-Speed A/T,Orange,Black,0,1,5500,168.0,1.6,4.0
Acura,ILX 2.0L w/Premium Package,2013,198000,Gasoline,Transmission w/Dual Shift Mode,White,Black,1,1,11000,150.0,2.0,4.0
Lexus,RX 350 Base,2021,20598,Gasoline,8-Speed Automatic,Atomic Silver,Gray,1,0,42599,301.0,3.5,6.0
Porsche,911 Carrera S,2013,52044,Gasoline,7-Speed M/T,White,Gray,0,1,76500,400.0,3.8,6.0
MINI,Hardtop Cooper S,2022,23777,Gasoline,6-Speed M/T,Gray,Black,0,1,30000,189.0,2.0,4.0
Ford,F-150 Platinum,2018,60660,Gasoline,A/T,Gold,Black,1,1,46900,375.0,3.5,6.0
BMW,i3 Base,2015,26000,Electric,1-Speed A/T,White,Beige,0,1,14999,170.0,0.0,0.0
Mazda,CX-5 Touring,2018,61000,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,0,1,21800,187.0,2.5,4.0
Lexus,RX 350 F Sport Performance,2020,53750,Gasoline,A/T,Black,Red,0,1,32600,295.0,3.5,6.0
BMW,X5 M50i,2023,13735,Gasoline,8-Speed Automatic,Black Sapphire Metallic,Black,0,0,77897,335.0,4.4,8.0
Mercedes-Benz,E-Class E 300,2019,32580,Gasoline,Automatic,Obsidian Black Metallic,Beige,0,0,33998,362.0,2.0,8.0
Porsche,911 Carrera Cabriolet,2006,96275,Gasoline,6-Speed M/T,Silver,Black,1,1,52500,325.0,3.6,6.0
Ford,F-350 Lariat,2015,162000,Diesel,Transmission w/Dual Shift Mode,Red,Beige,0,1,32000,440.0,6.7,8.0
BMW,X3 xDrive30i,2019,92040,Gasoline,8-Speed Automatic,Alpine White,Black,0,1,24999,335.0,2.0,4.0
RAM,1500 SLT,2017,73690,Gasoline,8-Speed A/T,Blue,Gray,1,1,27000,395.0,5.7,8.0
Toyota,Tacoma Base,2009,48750,Gasoline,M/T,Brown,Silver,0,1,17900,159.0,2.7,4.0
Cadillac,SRX Performance Collection,2011,124542,Gasoline,6-Speed A/T,Gray,Beige,0,1,8450,265.0,3.0,6.0
Ford,Mustang GT Premium,2010,69000,Gasoline,5-Speed A/T,White,Black,0,1,20000,315.0,4.6,8.0
Dodge,Ram 2500 Laramie Quad Cab,2004,148000,Diesel,4-Speed A/T,Black,Beige,0,1,19000,250.0,5.9,6.0
BMW,650 i,2006,122141,Gasoline,6-Speed M/T,Silver,Black,0,1,10500,360.0,4.8,8.0
Subaru,Impreza WRX,2012,106000,Gasoline,M/T,Black,Black,0,1,15000,265.0,2.5,4.0
Ford,Edge Titanium,2017,113294,Gasoline,6-Speed A/T,Gray,Black,1,1,16500,245.0,2.0,4.0
Kia,Telluride SX,2021,24423,Gasoline,8-Speed Automatic,Black,Black,0,0,44315,199.0,3.8,6.0
Tesla,Model S Long Range,2022,28000,Electric,1-Speed A/T,Gray,White,0,1,68750,670.0,0.0,0.0
RAM,1500 Rebel,2018,54800,Gasoline,A/T,White,Black,1,1,37050,395.0,5.7,8.0
Ford,Explorer XLT,2017,161000,Gasoline,6-Speed A/T,Gray,Black,0,1,17500,290.0,3.5,6.0
Mercedes-Benz,AMG GLE 43 4MATIC Coupe,2019,28755,Gasoline,9-Speed A/T,Black,Black,0,1,61350,385.0,3.0,6.0
Audi,Q5 2.0T Premium Plus,2016,52105,E85 Flex Fuel,A/T,White,Beige,1,1,20499,220.0,2.0,4.0
Nissan,Armada Platinum,2018,119950,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,20999,390.0,5.6,8.0
Mercedes-Benz,SL-Class SL500 Roadster,2003,80081,Gasoline,5-Speed A/T,White,Beige,0,1,12500,302.0,5.0,8.0
Bentley,Bentayga V8,2021,24500,Gasoline,8-Speed A/T,White,White,0,1,165000,542.0,4.0,8.0
Jeep,Gladiator Overland,2021,4100,Gasoline,A/T,Black,Black,0,1,55000,285.0,3.6,6.0
BMW,M2 CS,2020,9670,Gasoline,Transmission w/Dual Shift Mode,Blue,Black,0,1,103500,444.0,3.0,6.0
Dodge,Charger SE,2017,63250,Gasoline,A/T,Red,Black,0,1,18650,292.0,3.6,6.0
Lincoln,MKX Black Label,2017,69431,Gasoline,6-Speed A/T,Silver,Black,0,1,26500,335.0,2.7,6.0
Toyota,Tundra SR5,2015,108044,Gasoline,6-Speed Automatic,Black,Unknown,0,1,31380,268.0,5.7,8.0
BMW,335 i,2008,98000,Gasoline,Transmission w/Dual Shift Mode,Black,Brown,0,1,13998,300.0,3.0,6.0
BMW,X1 xDrive28i,2019,52253,Gasoline,Transmission w/Dual Shift Mode,White,Black,0,1,34500,228.0,2.0,4.0
Ford,F-350 Platinum,2022,23850,Diesel,10-Speed A/T,Silver,Black,0,1,99750,475.0,6.7,8.0
Mercedes-Benz,Sprinter High Roof,2015,1500,Diesel,A/T,White,Gray,0,1,39500,188.0,3.0,6.0
Dodge,Challenger GT,2021,40000,Gasoline,A/T,Black,Black,0,1,32500,303.0,3.6,6.0
Audi,S4 3.0 Prestige,2012,38718,Gasoline,7-Speed A/T,Black,Black,0,1,31000,333.0,3.0,6.0
Toyota,Tacoma TRD Sport,2018,84184,Gasoline,Automatic,Magnetic Gray Metallic,Graphite w/Gun Metal,0,0,35998,268.0,3.5,6.0
Mercedes-Benz,Sprinter 2500 Standard Roof,2021,13344,Diesel,7-Speed A/T,Red,Black,0,1,56500,188.0,3.0,6.0
INFINITI,Q50 3.0t Red Sport 400,2018,51850,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,28900,400.0,3.0,6.0
Porsche,911 Carrera 4S,2002,119500,Gasoline,6-Speed M/T,Black,Black,1,1,36995,320.0,3.6,6.0
Ford,Expedition Max Limited,2021,30918,Gasoline,10-Speed A/T,White,Beige,0,1,51999,375.0,3.5,6.0
Chevrolet,Corvette Stingray w/3LT,2023,1100,Gasoline,8-Speed A/T,Gray,Beige,0,1,92000,490.0,6.2,8.0
Mercedes-Benz,C-Class C 300,2019,40000,Gasoline,A/T,Blue,Black,0,1,27900,255.0,2.0,4.0
Jeep,Grand Cherokee Limited,2005,100500,Gasoline,A/T,Black,Gray,0,1,9998,325.0,5.7,8.0
Dodge,Charger SRT Hellcat,2020,54320,Gasoline,8-Speed A/T,Gray,Black,1,1,67000,707.0,6.2,8.0
Mercedes-Benz,C-Class C 300 4MATIC,2018,49000,Gasoline,A/T,Black,Black,0,1,23450,241.0,2.0,4.0
Porsche,911 Carrera S,2020,28000,Gasoline,8-Speed A/T,Gray,Black,0,1,134999,443.0,3.0,6.0
Porsche,911 GT3,2022,1750,Gasoline,7-Speed A/T,White,Black,0,1,275000,502.0,4.0,6.0
Cadillac,DTS Luxury,2007,130000,Gasoline,A/T,Gold,Beige,1,1,3499,275.0,4.6,8.0
